Normalized,Occurrences,Lemma,POS,NormalizedID,MorphNotes,divine name?,divine name key,persname?,persname gender ,persname type ,persname key,persname link,title?,title type,title key,military?,military key,ethnicon?,ethnicon key,term of relationship?,relationship key,location?,location key,location link,date?,date type,calendar type,occupation?,occupation key,measure?,measure key,object?,object key,religious term?,religious term key,other?,other type,other key
Imperatoris,"achz0001-1, achz0001-12, ashk0003a-1, ashk0003b-1, bshe0006-5, caes0006-1, caes0027-1, caes0027-12, caes0045-1, caes0047-1, caes0049-1, caes0051-1, caes0052-1, caes0053-1, caes0054-1, caes0106-1, caes0107-1, cape0001-1, jeru0491-1, jeru0491-5, jeru0494-1, jeru0494-5, jeru0495-3, jeru0497-1, jeru0554-1, kara0001-1, megi0002-12, tsha0002-1, tsha0002-18, unkn0130-1, unkn0130-14, unkn0131-1, unkn0131-18",imperator,NOUN,w-imperatoris,,,,,,,,,y,government,emperor,,,,,,,,,,,,,,,,,,,,,,,
imperium,maay0001-31,imperium,NOUN,w-imperium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in,"unkn0130-28, unkn0130-68",in,ADP,w-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incolumitate,megi0002-9,incolumitas,NOUN,w-incolumitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invictis,ashk0003b-14,imuictus,ADJ,w-invictis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invicto,"caes0014-11, caes0017-11",inuictus,ADJ,w-invicto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invicto,"ashk0003a-17, bshe0006-13, caes0006-8, caes0009-14, caes0354-1",invictus,ADJ,w-invicto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iosepus,masa0936-1,Iosepus,PROPN,w-iosepus,,,,y,m,Jewish,Josephus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iouliano,maay0001-15,Ioulianum,PROPN,w-iouliano,,,,y,m,other,Julianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
ipsis,unkn0130-87,ipse,DET,w-ipsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isidi,megi0002-1,isis,PROPN,w-isidi,,y,Isis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isidorianus,megi0002-27,Isidorianus,PROPN,w-isidorianus,,,,y,m,other,Isidorianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italico,caes0145-3,Italiquus,ADJ,w-italico,,,,y,m,other,Italiquus,,,,,,,y,Italian,,,,,,,,,,,,,,,,,,,
Iudaea,unkn0130-69,iudaea,PROPN,w-iudaea,,,,,,,,,,,,,,,,,,y,Judaea,https://pleiades.stoa.org/places/981527,,,,,,,,,,,,,,
Iudaeae,caes0043-6,Iudaea,PROPN,w-iudaeae,,,,,,,,,,,,,,,,,,y,Judaea,https://pleiades.stoa.org/places/981527,,,,,,,,,,,,,,
Iulia,"caes0018-2, caes0032-4, caes0032-5, caes0106-4, caes0106-13, caes0119-2, caes0148-4, caes0148-12, kara0001-4, kara0001-13, megi0002-26",iulius,ADJ,w-iulia,,,,y,m,other,Julius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iuliano,"caes0011-2, caes0148-13",iulianus,PROPN,w-iuliano,,,,y,m,other,Julianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iulianus,"caes0011-2, caes0148-13",iulianus,PROPN,w-iulianus,,,,y,m,other,Julianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iulii,"caes0018-2, caes0032-4, caes0032-5, caes0106-4, caes0106-13, caes0119-2, caes0148-4, caes0148-12, kara0001-4, kara0001-13, megi0002-26",iulius,PROPN,w-iulii,,,,y,m,other,Julius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iulio,"caes0018-2, caes0032-4, caes0032-5, caes0106-4, caes0106-13, caes0119-2, caes0148-4, caes0148-12, kara0001-4, kara0001-13, megi0002-26",iulius,PROPN,w-iulio,,,,y,m,other,Julius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iulius,"caes0018-2, caes0032-4, caes0032-5, caes0106-4, caes0106-13, caes0119-2, caes0148-4, caes0148-12, kara0001-4, kara0001-13, megi0002-26",iulius,PROPN,w-iulius,,,,y,m,other,Julius,,,,,,,,,,,,,,,,,,,,,,,,,,,
iussit,caes0044-13,iubeo,VERB,w-iussit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iustinus,caes0007-7,Iustinus,PROPN,w-iustinus,,,,y,m,other,Justinus,,,,,,,,,,,,,,,,,,,,,,,,,,,
iuventutis,"caes0014-4, caes0017-4",iuuentus,NOUN,w-iuventutis,,,,y,m,other,Juventus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivimus,jeru0306-2,Ivo,VERB,w-ivimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lati,caes0062-5,latium,PROPN,w-lati,,,,,,,,,,,,,,y,tribe,,,,,,,,,,,,,,,,,,,
legato,"achz0001-21, caes0018-4, caes0020-1, caes0021-4, caes0022-2, caes0031-2, caes0034-1, caes0034-3, caes0035-2, jeru0494-14",legatus,NOUN,w-legato,,,,,,,,,y,military,legate,y,rank,,,,,,,,,,,,,,,,,,,,,
legio,"caes0021-5, caes0034-2, caes0035-5, caes0045-6, caes0046-2, caes0047-7, caes0048-2, caes0049-7, caes0050-1, caes0051-9, caes0052-9, caes0053-6, caes0054-8, caes0119-5, caes0146-6, caes0146-14, caes0148-7, caes0349-1, caes0350-3, emma0001-8, jeru0554-22, masa0853-1, masa0937-1, megi0002-21, nabl0001-11",legio,NOUN,w-legio,,,,,,,,,,,,y,legion,,,,,,,,,,,,,,,,,,,,,
Legio,"caes0021-5, caes0034-2, caes0035-5, caes0045-6, caes0046-2, caes0047-7, caes0048-2, caes0049-7, caes0050-1, caes0051-9, caes0052-9, caes0053-6, caes0054-8, caes0119-5, caes0146-6, caes0146-14, caes0148-7, caes0349-1, caes0350-3, emma0001-8, jeru0554-22, masa0853-1, masa0937-1, megi0002-21, nabl0001-11",legio,PROPN,w-legio,,,,,,,,,,,,y,legion,,,,,,,,,,,,,,,,,,,,,
Legio,"caes0529-1, jeru0535-1, jeru0536-1",Legium,PROPN,w-legio,,,,,,,,,,,,y,legion,,,,,,,,,,,,,,,,,,,,,
legionis,"caes0021-5, caes0034-2, caes0035-5, caes0045-6, caes0046-2, caes0047-7, caes0048-2, caes0049-7, caes0050-1, caes0051-9, caes0052-9, caes0053-6, caes0054-8, caes0119-5, caes0146-6, caes0146-14, caes0148-7, caes0349-1, caes0350-3, emma0001-8, jeru0554-22, masa0853-1, masa0937-1, megi0002-21, nabl0001-11",legio,NOUN,w-legionis,,,,,,,,,,,,y,legion,,,,,,,,,,,,,,,,,,,,,
legionis,caes0031-10,legionus,NOUN,w-legionis,,,,,,,,,,,,y,legion,,,,,,,,,,,,,,,,,,,,,
Legionis,jeru0491-14,Legion,PROPN,w-legionis,,,,,,,,,,,,y,legion,,,,,,,,,,,,,,,,,,,,,
Legionis,gado0001-2,Legio,NOUN,w-legionis,,,,,,,,,,,,y,legion,,,,,,,,,,,,,,,,,,,,,
liberatori,maay0001-3,liberatus,NOUN,w-liberatori,,,,,,,,,,,,,,,,y,freedperson,,,,,,,,,,,,,,,,,
liberis,unkn0130-88,liberi,NOUN,w-liberis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liberti,"caes0002-4, caes0146-25",libertus,NOUN,w-liberti,,,,,,,,,,,,,,,,y,freedperson,,,,,,,,,,,,,,,,,
liberto,"caes0002-4, caes0146-25",libertus,NOUN,w-liberto,,,,,,,,,,,,,,,,y,freedperson,,,,,,,,,,,,,,,,,
Livi,masa0948-1,liuius,PROPN,w-livi,,,,y,m,other,Livius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longinus,nabl0001-8,longinus,PROPN,w-longinus,,,,y,m,other,Livius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucilio,jeru0494-12,lucilius,PROPN,w-lucilio,,,,y,m,other,Lucilius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucius,jeru0491-10,lucius,PROPN,w-lucius,,,,y,m,other,Lucius,,,,,,,,,,,,,,,,,,,,,,,,,,,
ludis,caes0122-6,ludus,NOUN,w-ludis,,,,,,,,,,,,,,,,,,,,,,,,y,ludus,,,,,,,,,
Lusitanorum,unkn0130-45,lusitani,PROPN,w-lusitanorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonicae,emma0001-10,macedonicus,ADJ,w-macedonicae,,,,,,,,,,,,y,unitname,y,Macedonian,,,,,,,,,,,,,,,,,,,
Magnum,"achz0001-9, ashk0003a-5, caes0027-6, caes0119-3, jeru0554-14, maay0001-19, maay0001-21, maay0001-23, megi0002-19, tsha0002-14, unkn0130-10, unkn0131-10, unkn0131-12, unkn0131-14",magnus,PROPN,w-magnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnus,"achz0001-9, ashk0003a-5, caes0027-6, caes0119-3, jeru0554-14, maay0001-19, maay0001-21, maay0001-23, megi0002-19, tsha0002-14, unkn0130-10, unkn0131-10, unkn0131-12, unkn0131-14",magnus,PROPN,w-magnus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maiestati,caes0019-5,maiestas,NOUN,w-maiestati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maiestatique,"bshe0006-22, caes0006-16, caes0014-23, caes0017-23, caes0029-3",maiestatus,NOUN,w-maiestatique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maioris,"achz0001-9, ashk0003a-5, caes0027-6, caes0119-3, jeru0554-14, maay0001-19, maay0001-21, maay0001-23, megi0002-19, tsha0002-14, unkn0130-10, unkn0131-10, unkn0131-12, unkn0131-14",magnus,ADJ,w-maioris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manibus,nabl0002-2,manus,NOUN,w-manibus,,y,chthonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manibus,"caes0146-2, nabl0001-2",manes,PROPN,w-manibus,,y,chthonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manibus.,caes0160-2,manibus,ADV,w-manibus.,,y,chthonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marci,"ashk0003a-12, ashk0003b-8, bani0003-2, caes0003-1, caes0009-8, caes0018-10, caes0107-3, masa0829-1, masa0949-1, masa0950-1, unkn0131-3",marcus,PROPN,w-marci,,,,y,m,other,Marcus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco,"ashk0003a-12, ashk0003b-8, bani0003-2, caes0003-1, caes0009-8, caes0018-10, caes0107-3, masa0829-1, masa0949-1, masa0950-1, unkn0131-3",marcus,PROPN,w-marco,,,,y,m,other,Marcus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcum,"ashk0003a-12, ashk0003b-8, bani0003-2, caes0003-1, caes0009-8, caes0018-10, caes0107-3, masa0829-1, masa0949-1, masa0950-1, unkn0131-3",marcus,PROPN,w-marcum,,,,y,m,other,Marcus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus,"ashk0003a-12, ashk0003b-8, bani0003-2, caes0003-1, caes0009-8, caes0018-10, caes0107-3, masa0829-1, masa0949-1, masa0950-1, unkn0131-3",marcus,PROPN,w-marcus,,,,y,m,other,Marcus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marini,caes0164-2,marinus,PROPN,w-marini,,,,y,m,other,Marinus,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARION,jeru0164-1,MARION,VERB,w-marion,,,,y,f,other,Miriam,,,,,,,,,,,,,,,,,,,,,,,,,,,
maritus,caes0148-10,maritus,NOUN,w-maritus,,,,,,,,,,,,,,,,y,husband,,,,,,,,,,,,,,,,,
mater,caes0044-9,mater,NOUN,w-mater,,,,,,,,,,,,,,,,y,mother,,,,,,,,,,,,,,,,,
Mauretana,unkn0130-38,Mauretanus,ADJ,w-mauretana,,,,,,,,,,,,,,y,Mauretanian,,,,,,,,,,,,,,,,,,,
Maurorum,nabl0002-6,mauri,PROPN,w-maurorum,,,,,,,,,,,,y,unitname,,,,,,,,,,,,,,,,,,,,,
Maximiano,"ashk0003b-11, bshe0006-9, caes0009-11, caes0014-8, yotv0001-6, yotv0001-11",maximianus,PROPN,w-maximiano,,,,y,m,other,Maximianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximianus,"ashk0003b-11, bshe0006-9, caes0009-11, caes0014-8, yotv0001-6, yotv0001-11",maximianus,PROPN,w-maximianus,,,,y,m,other,Maximianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximino,"caes0106-6, kara0001-6",Maximinus,PROPN,w-maximino,,,,y,m,other,Maximinus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximo,"caes0106-15, kara0001-15, maay0001-25",maximus,PROPN,w-maximo,,,,y,m,other,Maximus,,,,,,,,,,,,,,,,,,,,,,,,,,,
maximo,"achz0001-9, ashk0003a-5, caes0027-6, caes0119-3, jeru0554-14, maay0001-19, maay0001-21, maay0001-23, megi0002-19, tsha0002-14, unkn0130-10, unkn0131-10, unkn0131-12, unkn0131-14",magnus,ADJ,w-maximo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maximus,"achz0001-9, ashk0003a-5, caes0027-6, caes0119-3, jeru0554-14, maay0001-19, maay0001-21, maay0001-23, megi0002-19, tsha0002-14, unkn0130-10, unkn0131-10, unkn0131-12, unkn0131-14",magnus,ADJ,w-maximus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merenti,nabl0002-12,mereor,VERB,w-merenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merenti,"caes0163-2, nabl0001-24",merens,ADJ,w-merenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merenti.,caes0018-20,merenti.,X,w-merenti.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meritis,caes0031-16,meritum,NOUN,w-meritis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merverant,unkn0130-79,mereo,VERB,w-merverant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesopotamiae,caes0010-6,mesopotamia,PROPN,w-mesopotamiae,,,,,,,,,,,,,,,,,,y,Mesopotamia,https://pleiades.stoa.org/errata/1001936,,,,,,,,,,,,,,
metropolis,"caes0010-10, caes0010-23, caes0011-9",metropolis,NOUN,w-metropolis,,,,,,,,,,,,,,,,,,y,generic,,,,,,,,,,,,,,,
metropolis.,"caes0010-10, caes0010-23, caes0011-9",metropolis,NOUN,w-metropolis.,,,,,,,,,,,,,,,,,,y,generic,,,,,,,,,,,,,,,
miles,"emma0001-7, nabl0001-10",miles,NOUN,w-miles,,,,,,,,,,,,y,rank,,,,,,,,,,,,,,,,,,,,,
milia,ashk0003a-25,mille,NUM,w-milia,,,,,,,,,,,,,,,,,,,,,,,,,,y,length,,,,,,,
militaverunt,"emma0001-15, unkn0130-24",milito,VERB,w-militaverunt,,,,,,,,,,,,y,generic,,,,,,,,,,,,,,,,,,,,,
militavit,"emma0001-15, unkn0130-24",milito,VERB,w-militavit,,,,,,,,,,,,y,generic,,,,,,,,,,,,,,,,,,,,,
milliaria,unkn0130-52,milliaria,NOUN,w-milliaria,,,,,,,,,,,,y,unitname,,,,,,,,,,,,,,,,,,,,,
missione,unkn0130-82,missio,NOUN,w-missione,,,,,,,,,,,,y,generic,,,,,,,,,,,,,,,,,,,,,
mitia,haif0020a-7,mitis,ADJ,w-mitia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepos,"ashk0003a-11, cape0001-9, jeru0554-9, tsha0002-9",nepos,PROPN,w-nepos,,,,y,m,other,Nepos,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEPOT,masa0947-1,NEPOT,VERB,w-nepot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nepoti,"ashk0003a-11, cape0001-9, jeru0554-9, tsha0002-9",nepos,NOUN,w-nepoti,,,,,,,,,,,,,,,,y,grandson,,,,,,,,,,,,,,,,,
Nervae,"cape0001-8, jeru0554-8, tsha0002-8",nerua,PROPN,w-nervae,,,,y,m,other,Nerva,,,,,,,,,,,,,,,,,,,,,,,,,,,
nobilissimi,"caes0014-12, caes0017-12, caes0106-16, yotv0001-12",nobilis,ADJ,w-nobilissimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nobilissimo,kara0001-16,Nobilissimus,PROPN,w-nobilissimo,,,,y,m,other,Nobilissimus,,,,,,,,,,,,,,,,,,,,,,,,,,,
nobilissimo,"caes0014-12, caes0017-12, caes0106-16, yotv0001-12",nobilis,ADJ,w-nobilissimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nomina,unkn0130-84,nomen,NOUN,w-nomina,,,,y,,other,generic,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nostius,masa0831-2,Nostius,PROPN,w-nostius,,,,y,,other,Nostius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nostri,"bshe0006-4, caes0009-7, caes0011-7, caes0106-10, kara0001-10, kara0001-20, maay0001-14, megi0002-11",noster,DET,w-nostri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nostri,"bshe0006-4, caes0009-7, caes0011-7, caes0106-10, kara0001-10, kara0001-20, maay0001-14, megi0002-11",noster,DET,w-nostri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nostri.,caes0106-20,nostri.,NUM,w-nostri.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nostro,"bshe0006-4, caes0009-7, caes0011-7, caes0106-10, kara0001-10, kara0001-20, maay0001-14, megi0002-11",noster,DET,w-nostro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nostro,"bshe0006-4, caes0009-7, caes0011-7, caes0106-10, kara0001-10, kara0001-20, maay0001-14, megi0002-11",noster,DET,w-nostro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
novo,tsha0001-10,nouus,ADJ,w-novo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
numini,"bshe0006-21, caes0006-15, caes0014-22, caes0017-22, caes0019-4, caes0029-2",numen,NOUN,w-numini,,y,numen,,,,,,,,,,,,,,,,,,,,,,,,,,,y,numen,,,
ob,maay0001-30,ob,ADP,w-ob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Octavii,"masa0949-2, masa0950-2",octauius,PROPN,w-octavii,,,,y,m,other,Octavius,,,,,,,,,,,,,,,,,,,,,,,,,,,
oeorum,unkn0130-90,oeor,NOUN,w-oeorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offici,caes0682-4,officium,NOUN,w-offici,,,,,,,,,y,other,generic,,,,,,,,,,,,,,,,,,,,,,,
omnia,"caes0683-4, haif0020a-8",omnis,DET,w-omnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppius,emma0001-2,oppius,PROPN,w-oppius,,,,y,m,other,Oppius,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimae,"caes0018-18, caes0037-2, caes0148-3, caes0682-2, fiqg0002-2",bonus,ADJ,w-optimae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimo,"caes0018-18, caes0037-2, caes0148-3, caes0682-2, fiqg0002-2",bonus,X,w-optimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimo,"caes0018-18, caes0037-2, caes0148-3, caes0682-2, fiqg0002-2",bonus,ADJ,w-optimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optio,emma0001-11,optium,NOUN,w-optio,,,,,,,,,y,military,optio,y,rank,,,,,,,,,,,,,,,,,,,,,
oratorem,caes0003-11,orator,NOUN,w-oratorem,,,,,,,,,,,,,,,,,,,,,,,,y,orator,,,,,,,,,
orbis,maay0001-2,orbis,NOUN,w-orbis,,,,,,,,,,,,,,,,,,y,generic,,,,,,,,,,,,,,,
Osrhoenae,caes0010-8,Osrhoena,PROPN,w-osrhoenae,,,,,,,,,,,,,,,,,,y,Osroene,https://pleiades.stoa.org/places/1001935,,,,,,,,,,,,,,
ostio,yotv0001-16,ostium,NOUN,w-ostio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paci,yotv0001-2,pax,NOUN,w-paci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palaestinae,"bshe0006-20, caes0009-22, caes0014-20, caes0017-20, caes0022-7, caes0032-3, caes0033-5, caes0036-3",palaestinus,ADJ,w-palaestinae,,,,,,,,,,,,,,,,,,y,Palestine,https://pleiades.stoa.org/places/991396,,,,,,,,,,,,,,
Palaestinae,caes0351-2,Palaestina,PROPN,w-palaestinae,,,,,,,,,,,,,,,,,,y,Palestine,https://pleiades.stoa.org/places/991396,,,,,,,,,,,,,,
Palaestinae,"caes0018-9, caes0020-7, yotv0001-24",Palaestinus,ADJ,w-palaestinae,,,,,,,,,,,,,,,,,,y,Palestine,https://pleiades.stoa.org/places/991396,,,,,,,,,,,,,,
Parthici,"cape0001-5, jeru0554-5, tsha0002-5",parthicus,ADJ,w-parthici,,,,,,,,,,,,,,y,Parthian,,,,,,,,,,,,,,,,,,,
Parthicus,unkn0131-9,Parthicus,ADJ,w-parthicus,,,,,,,,,,,,,,y,Parthian,,,,,,,,,,,,,,,,,,,
passuum,ashk0003a-26,passus,NOUN,w-passuum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pater,"achz0001-14, caes0027-7, jeru0497-9, jeru0554-20, maay0001-26, tsha0002-22, unkn0130-20, unkn0131-22",pater,NOUN,w-pater,,,,,,,,,,,,,,,,y,father,,,,,,,,,,,,,,,,,
patri,"achz0001-14, caes0027-7, jeru0497-9, jeru0554-20, maay0001-26, tsha0002-22, unkn0130-20, unkn0131-22",pater,NOUN,w-patri,,,,,,,,,,,,,,,,y,father,,,,,,,,,,,,,,,,,
patriae,"achz0001-15, caes0027-8, jeru0497-10, jeru0554-21, maay0001-27, tsha0002-23, unkn0130-21, unkn0131-23",patria,NOUN,w-patriae,,,,,,,,,,,,,,,,,,y,generic,,,,,,,,,,,,,,,
patrono,"caes0010-9, caes0011-8, caes0146-29",patronus,NOUN,w-patrono,,,,,,,,,,,,,,,,y,patron,,,,,,,,,,,,,,,,,
pecunia,"caes0003-15, caes0010-14",pecunia,NOUN,w-pecunia,,,,,,,,,y,government,pecunia,,,,,,,,,,,,,,,,,,,,,,,
pedes,"caes0062-3, caes0062-7",pes,NOUN,w-pedes,,,,,,,,,y,military,pedes,y,rank,,,,,,,,,,,,,,,,,,,,,
pedites,unkn0130-27,pedites,NOUN,w-pedites,,,,,,,,,y,military,pedes,y,rank,,,,,,,,,,,,,,,,,,,,,
per,"caes0051-7, caes0052-7, caes0054-6, yotv0001-18",per,ADP,w-per,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perfectissimo,"caes0006-12, caes0009-19, caes0010-4, caes0014-17, caes0017-17",perfectus,ADJ,w-perfectissimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perfectissimus,"caes0006-12, caes0009-19, caes0010-4, caes0014-17, caes0017-17",perfectus,ADJ,w-perfectissimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perpetuae,yotv0001-1,Perpetua,PROPN,w-perpetuae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perpetuo,"maay0001-16, unkn0130-17",perpetuus,ADJ,w-perpetuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perpetuus,"maay0001-16, unkn0130-17",perpetuus,ADJ,w-perpetuus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phrygum,tsha0001-4,phrygia,PROPN,w-phrygum,,,,,,,,,,,,y,unitname,y,Phrygia,,,,,,,,,,,,,,,,,,,
pii,"ashk0003a-6, ashk0003a-10, ashk0003a-15, ashk0003b-12, bshe0006-10, caes0006-6, caes0009-12, caes0014-9, caes0017-9, caes0106-7, caes0107-11, caes0146-30, jeru0497-8, kara0001-7, unkn0131-6",pius,ADJ,w-pii,,,,y,m,other,Pius,,,,,,,,,,,,,,,,,,,,,,,,,,,
piis,"ashk0003a-6, ashk0003a-10, ashk0003a-15, ashk0003b-12, bshe0006-10, caes0006-6, caes0009-12, caes0014-9, caes0017-9, caes0106-7, caes0107-11, caes0146-30, jeru0497-8, kara0001-7, unkn0131-6",pius,ADJ,w-piis,,,,y,m,other,Pius,,,,,,,,,,,,,,,,,,,,,,,,,,,
piissimo,"ashk0003a-6, ashk0003a-10, ashk0003a-15, ashk0003b-12, bshe0006-10, caes0006-6, caes0009-12, caes0014-9, caes0017-9, caes0106-7, caes0107-11, caes0146-30, jeru0497-8, kara0001-7, unkn0131-6",pius,ADJ,w-piissimo,,,,y,m,other,Pius,,,,,,,,,,,,,,,,,,,,,,,,,,,
