Normalized,Occurrences,Lemma,POS,NormalizedID,MorphNotes,divine name?,divine name key,persname?,persname gender ,persname type ,persname key,persname link,title?,title type,title key,military?,military key,ethnicon?,ethnicon key,term of relationship?,relationship key,location?,location key,location link,date?,date type,calendar type,occupation?,occupation key,measure?,measure key,object?,object key,religious term?,religious term key,other?,other type,other key
Pilatus,caes0043-4,pilatus,PROPN,w-pilatus,,,,y,m,other,Pilatus,,,,,,,,,,,,,,,,,,,,,,,,,,,
pili,"caes0032-8, caes0145-5, megi0002-29",pilus,NOUN,w-pili,,,,,,,,,y,military,centurion,y,rank,,,,,,,,,,,,,,,,,,,,,
pilo,"caes0032-8, caes0145-5, megi0002-29",pilus,NOUN,w-pilo,,,,,,,,,y,military,centurion,y,rank,,,,,,,,,,,,,,,,,,,,,
pilus,"caes0032-8, caes0145-5, megi0002-29",pilus,NOUN,w-pilus,,,,,,,,,y,military,centurion,y,rank,,,,,,,,,,,,,,,,,,,,,
Pio,"ashk0003a-6, ashk0003a-10, ashk0003a-15, ashk0003b-12, bshe0006-10, caes0006-6, caes0009-12, caes0014-9, caes0017-9, caes0106-7, caes0107-11, caes0146-30, jeru0497-8, kara0001-7, unkn0131-6",pius,PROPN,w-pio,,,,y,m,other,Pius,,,,,,,,,,,,,,,,,,,,,,,,,,,
pio,"ashk0003a-6, ashk0003a-10, ashk0003a-15, ashk0003b-12, bshe0006-10, caes0006-6, caes0009-12, caes0014-9, caes0017-9, caes0106-7, caes0107-11, caes0146-30, jeru0497-8, kara0001-7, unkn0131-6",pius,ADJ,w-pio,,,,y,m,other,Pius,,,,,,,,,,,,,,,,,,,,,,,,,,,
pius,"ashk0003a-6, ashk0003a-10, ashk0003a-15, ashk0003b-12, bshe0006-10, caes0006-6, caes0009-12, caes0014-9, caes0017-9, caes0106-7, caes0107-11, caes0146-30, jeru0497-8, kara0001-7, unkn0131-6",pius,ADJ,w-pius,,,,y,m,other,Pius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomponio,"tsha0001-5, unkn0130-72",pomponius,PROPN,w-pomponio,,,,y,m,other,Pomponius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomponius,"tsha0001-5, unkn0130-72",pomponius,PROPN,w-pomponius,,,,y,m,other,Pomponius,,,,,,,,,,,,,,,,,,,,,,,,,,,
pontes,"ashk0003a-23, unkn0131-27",pons,NOUN,w-pontes,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,travel,,,,,
pontifex,"achz0001-8, caes0003-4, caes0027-5, caes0107-14, jeru0497-11, jeru0554-13, maay0001-24, tsha0002-13, unkn0130-9, unkn0131-13",pontifex,NOUN,w-pontifex,,,,,,,,,,,,,,,,,,,,,,,,y,priest,,,,,,,,,
pontificem,"achz0001-8, caes0003-4, caes0027-5, caes0107-14, jeru0497-11, jeru0554-13, maay0001-24, tsha0002-13, unkn0130-9, unkn0131-13",pontifex,NOUN,w-pontificem,,,,,,,,,,,,,,,,,,,,,,,,y,priest,,,,,,,,,
pontifici,"achz0001-8, caes0003-4, caes0027-5, caes0107-14, jeru0497-11, jeru0554-13, maay0001-24, tsha0002-13, unkn0130-9, unkn0131-13",pontifex,NOUN,w-pontifici,,,,,,,,,,,,,,,,,,,,,,,,y,priest,,,,,,,,,
Pontius,caes0043-3,pontius,PROPN,w-pontius,,,,y,m,other,Pontius,,,,,,,,,,,,,,,,,,,,,,,,,,,
posterisque,unkn0130-89,posterus,ADJ,w-posterisque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
posuit,nabl0001-25,pono,VERB,w-posuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potentis,caes0146-4,Potens,ADJ,w-potentis,,,,y,m,other,Potens,,,,,,,,,,,,,,,,,,,,,,,,,,,
potestate,"achz0001-11, ashk0003a-20, caes0027-15, caes0107-16, jeru0554-16, tsha0002-16, unkn0130-12, unkn0131-16",potestas,NOUN,w-potestate,,,,,,,,,y,government,potentate,,,,,,,,,,,,,,,,,,,,,,,
potestatis,"achz0001-11, ashk0003a-20, caes0027-15, caes0107-16, jeru0554-16, tsha0002-16, unkn0130-12, unkn0131-16",potestas,NOUN,w-potestatis,,,,,,,,,y,government,potentate,,,,,,,,,,,,,,,,,,,,,,,
praefecti,"caes0010-5, caes0022-8, caes0043-5, caes0146-5, tsha0001-7",praefectus,NOUN,w-praefecti,,,,,,,,,y,government,prefect,,,,,,,,,,,,,,,,,,,,,,,
praefecto,"caes0010-5, caes0022-8, caes0043-5, caes0146-5, tsha0001-7",praefectus,NOUN,w-praefecto,,,,,,,,,y,government,prefect,,,,,,,,,,,,,,,,,,,,,,,
Praefectus,jeru0491-12,Praefectus,ADJ,w-praefectus,,,,,,,,,y,government,prefect,,,,,,,,,,,,,,,,,,,,,,,
praefectus,"caes0010-5, caes0022-8, caes0043-5, caes0146-5, tsha0001-7",praefectus,NOUN,w-praefectus,,,,,,,,,y,government,prefect,,,,,,,,,,,,,,,,,,,,,,,
praesentissimum,megi0002-17,praesens,ADJ,w-praesentissimum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
praeses,"bshe0006-17, caes0009-20, caes0014-18, caes0017-18, yotv0001-21",praeses,NOUN,w-praeses,,,,,,,,,y,government,governor,,,,,,,,,,,,,,,,,,,,,,,
praesidis,"bshe0006-17, caes0009-20, caes0014-18, caes0017-18, yotv0001-21",praeses,NOUN,w-praesidis,,,,,,,,,y,government,governor,,,,,,,,,,,,,,,,,,,,,,,
praetore,"achz0001-24, caes0018-7, caes0020-4, caes0022-5, caes0031-5, caes0034-6, jeru0494-17",praetor,NOUN,w-praetore,,,,,,,,,y,government,praetor,,,,,,,,,,,,,,,,,,,,,,,
Praetorio,jeru0491-13,Praetorius,PROPN,w-praetorio,,,,,,,,,y,government,praetor,,,,,,,,,,,,,,,,,,,,,,,
Primae,caes0044-2,Prima,NOUN,w-primae,,,,,,,,,,,,y,unitname,,,,,,,,,,,,,,,,,,,,,
primi,"caes0032-7, caes0145-4, megi0002-28",primus,ADJ,w-primi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
primo,"caes0032-7, caes0145-4, megi0002-28",primus,ADJ,w-primo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
primus,"caes0032-7, caes0145-4, megi0002-28",primus,ADJ,w-primus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
principi,"caes0014-5, caes0017-5",principium,NOUN,w-principi,,,,,,,,,y,government,princeps,,,,,,,,,,,,,,,,,,,,,,,
principi,caes0009-5,princeps,NOUN,w-principi,,,,,,,,,y,government,princeps,,,,,,,,,,,,,,,,,,,,,,,
Prisci,"caes0014-15, caes0017-15, yotv0001-20",priscus,PROPN,w-prisci,,,,y,m,other,Priscus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priscus,"caes0014-15, caes0017-15, yotv0001-20",priscus,PROPN,w-priscus,,,,y,m,other,Priscus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro,"achz0001-23, caes0018-6, caes0020-3, caes0022-4, caes0031-4, caes0031-13, caes0034-5, caes0122-5, jeru0494-16, jeru0495-1, megi0002-6",pro,ADP,w-pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro,"achz0001-23, caes0018-6, caes0020-3, caes0022-4, caes0031-4, caes0031-13, caes0034-5, caes0122-5, jeru0494-16, jeru0495-1, megi0002-6",pro,ADP,w-pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proconsul,unkn0131-24,proconsul,NOUN,w-proconsul,,,,,,,,,y,government,proconsul,y,rank,,,,,,,,,,,,,,,,,,,,,
proconsule.,caes0107-18,proconsule,NOUN,w-proconsule.,,,,,,,,,y,government,proconsul,y,rank,,,,,,,,,,,,,,,,,,,,,
Procula.,caes0032-10,Procula.,NUM,w-procula.,,,,y,f,other,Procula,,,,,,,,,,,,,,,,,,,,,,,,,,,
procurator,"caes0006-13, caes0007-4, caes0011-5, caes0146-17",procurator,NOUN,w-procurator,,,,,,,,,y,government,procurator,,,,,,,,,,,,,,,,,,,,,,,
procuratori,"caes0006-13, caes0007-4, caes0011-5, caes0146-17",procurator,NOUN,w-procuratori,,,,,,,,,y,government,procurator,,,,,,,,,,,,,,,,,,,,,,,
Protianus,caes0146-12,Protianus,PROPN,w-protianus,,,,y,m,other,Protianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
providentiam,yotv0001-19,prouidentia,NOUN,w-providentiam,,y,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
providentissimo,"bshe0006-2, caes0009-3",providentus,ADJ,w-providentissimo,,y,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
provinciae,"bshe0006-18, caes0009-21, caes0014-19, caes0017-19, caes0020-5, caes0032-1, caes0033-3, yotv0001-22",prouincia,NOUN,w-provinciae,,,,,,,,,,,,,,,,,,y,generic,,,,,,,,,,,,,,,
publica,"caes0010-15, maay0001-9",publicus,ADJ,w-publica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
publica.,caes0003-16,publica,NOUN,w-publica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
publicae,"caes0010-15, maay0001-9",publicus,ADJ,w-publicae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Publius,emma0001-1,publius,PROPN,w-publius,,,,y,m,other,Publius,,,,,,,,,,,,,,,,,,,,,,,,,,,
quae,"unkn0130-23, unkn0130-34, unkn0130-74, unkn0130-83",qui,PRON,w-quae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
que,caes0019-6,que,CCONJ,w-que,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qui,"unkn0130-23, unkn0130-34, unkn0130-74, unkn0130-83",qui,PRON,w-qui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quina,unkn0130-75,quinus,ADJ,w-quina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quirina,caes0018-12,quirinus,ADJ,w-quirina,,,,,,,,,,,,,,y,tribe,,,,,,,,,,,,,,,,,,,
quorum,"unkn0130-23, unkn0130-34, unkn0130-74, unkn0130-83",qui,PRON,w-quorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravenna,emma0001-6,Ravena,PROPN,w-ravenna,,,,,,,,,,,,,,,,,,y,Ravenna,https://pleiades.stoa.org/places/393480,,,,,,,,,,,,,,
recreatori,maay0001-10,recreator,NOUN,w-recreatori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
refecit,tsha0001-11,reficio,VERB,w-refecit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rei,maay0001-8,res,NOUN,w-rei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restauratori,maay0001-5,restauratus,NOUN,w-restauratori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restituit,ashk0003a-24,restituo,VERB,w-restituit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retituit,unkn0131-28,retituo,VERB,w-retituit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodope,caes0160-3,rhodope,PROPN,w-rhodope,,,,y,f,other,Rhodope,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romani,"caes0010-20, caes0107-9, maay0001-1",romanus,PROPN,w-romani,,,,,,,,,,,,,,y,Roman,,,,,,,,,,,,,,,,,,,
Romano,"caes0010-20, caes0107-9, maay0001-1",romanus,ADJ,w-romano,,,,,,,,,,,,,,y,Roman,,,,,,,,,,,,,,,,,,,
Romano,"caes0010-20, caes0107-9, maay0001-1",romanus,PROPN,w-romano,,,,,,,,,,,,,,y,Roman,,,,,,,,,,,,,,,,,,,
Rufo,achz0001-20,rufus,PROPN,w-rufo,,,,y,m,other,Rufus,,,,,,,,,,,,,,,,,,,,,,,,,,,
sagittariorum,unkn0130-53,sagittarius,NOUN,w-sagittariorum,,y,Sagittarius,,,,,,,,,y,unitname,,,,,,,,,,,,,,,,,,,,,
salute,"bani0003-1, jeru0495-2, megi0002-7",salus,NOUN,w-salute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salutem,"bani0003-1, jeru0495-2, megi0002-7",salus,PROPN,w-salutem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctianus,tsha0001-6,Sanctianus,PROPN,w-sanctianus,,,,y,m,other,Sanctianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sancto,caes0683-1,sanctus,ADJ,w-sancto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,holy,,,
Sarapidem,megi0002-20,Sarapis,PROPN,w-sarapidem,,y,Sarapis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarmatico,maay0001-22,Sarmaticus,PROPN,w-sarmatico,,,,,,,,,,,,,,y,Sarmatian,,,,,,,,,,,,,,,,,,,
secundi,caes0146-27,secundus,ADJ,w-secundi,,,,,,,,,,,,,,,,y,heir,,,,,,,,,,,,,,,,,
semper,"bshe0006-12, bshe0006-24",semper,ADV,w-semper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semproniano,caes0107-8,Sempronianum,PROPN,w-semproniano,,,,y,m,other,Sempronianum,,,,,,,,,,,,,,,,,,,,,,,,,,,
septem,unkn0130-33,septem,NUM,w-septem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Servus,masa0834-1,seruus,NOUN,w-servus,,,,,,,,,,,,,,,,y,slave,,,,,,,,,,,,,,,,,
Severi,ashk0003a-9,seuerus,PROPN,w-severi,,,,,,,,,,,,,,,,y,slave,,,,,,,,,,,,,,,,,
sevir,caes0122-2,seuir,NOUN,w-sevir,,,,,,,,,y,government,sexvir,,,,,,,,,,,,,,,,,,,,,,,
Sexto,"caes0022-1, jeru0494-11, mare0401-1, mare0402-1, mare0403-1",sextus,PROPN,w-sexto,,,,y,m,other,Sextus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sextus,"caes0022-1, jeru0494-11, mare0401-1, mare0402-1, mare0403-1",sextus,PROPN,w-sextus,,,,y,m,other,Sextus,,,,,,,,,,,,,,,,,,,,,,,,,,,
singularibus,caes0031-14,singularis,ADJ,w-singularibus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
situs,emma0001-19,situs,NOUN,w-situs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spes,"caes0682-1, fiqg0002-1",spes,PROPN,w-spes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stipendia,"nabl0001-14, unkn0130-78",stipendium,NOUN,w-stipendia,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,financial,,,,,
stipendiorum,"nabl0001-14, unkn0130-78",stipendium,NOUN,w-stipendiorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,financial,,,,,
Stobis,nabl0001-9,Stos,PRON,w-stobis,,,,y,m,other,Stobis,,,,,,,,,,,,,,,,,,,,,,,,,,,
strator,caes0007-9,strator,NOUN,w-strator,,,,,,,,,y,military,strator,y,rank,,,,,,,,,,,,,,,,,,,,,
sua,"caes0037-5, caes0037-7",suus,DET,w-sua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sub,unkn0130-70,sub,ADP,w-sub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subscripta,unkn0130-85,subscribo,VERB,w-subscripta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunt,"unkn0130-67, unkn0130-86",sum,VERB,w-sunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suo,"caes0037-5, caes0037-7",suus,DET,w-suo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suo,caes0002-11,suo,NOUN,w-suo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suri,masa0948-3,syrii,PROPN,w-suri,,,,,,,,,,,,,,,,,,y,Syria,https://pleiades.stoa.org/places/991407,,,,,,,,,,,,,,
Suriae,"bshe0006-19, caes0018-8, caes0020-6, caes0022-6, caes0032-2, caes0033-4, caes0036-2, caes0351-1, yotv0001-23",syria,PROPN,w-suriae,,,,,,,,,,,,,,,,,,y,Syria,https://pleiades.stoa.org/places/991407,,,,,,,,,,,,,,
Symphorus,caes0146-24,Symphorus,PROPN,w-symphorus,,,,y,m,other,Symphorus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syriae,"bshe0006-19, caes0018-8, caes0020-6, caes0022-6, caes0032-2, caes0033-4, caes0036-2, caes0351-1, yotv0001-23",syria,PROPN,w-syriae,,,,,,,,,,,,,,,,,,y,Syria,https://pleiades.stoa.org/places/991407,,,,,,,,,,,,,,
templorum,"jeru0495-4, maay0001-4",templum,NOUN,w-templorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,building,y,temple,,,
templum,"jeru0495-4, maay0001-4",templum,NOUN,w-templum,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,building,y,temple,,,
testamento,caes0044-7,testamentum,NOUN,w-testamento,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,financial,,,,,
Theodoru,caes0517-1,Theodorus,PROPN,w-theodoru,,,,y,m,other,Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theophilo,caes0010-18,theophilus,PROPN,w-theophilo,,,,y,m,other,Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thraciae,caes0035-1,Thracia,PROPN,w-thraciae,,,,,,,,,,,,y,unitname,y,Thracia,,,,,,,,,,,,,,,,,,,
Thracum,"unkn0130-37, unkn0130-58",thraces,PROPN,w-thracum,,,,,,,,,,,,y,unitname,y,Thracia,,,,,,,,,,,,,,,,,,,
Tiberianus,caes0148-5,Tiberianus,PROPN,w-tiberianus,,,,y,m,other,Tiberius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiberieum,caes0043-2,Tiberieus,PROPN,w-tiberieum,,,,,,,,,,,,,,,,,,y,building,,,,,,,,,,,y,Tibereium,,,
Tiberio,"caes0021-1, caes0145-1",tiberius,PROPN,w-tiberio,,,,y,m,other,Tiberius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timesitheo,caes0007-3,Timesitheus,PROPN,w-timesitheo,,,,y,m,other,Timesthius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titiae,caes0161-1,Titiae,PROPN,w-titiae,,,,y,m,other,Titus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titiano,caes0018-3,titianus,PROPN,w-titiano,,,,y,m,other,Titianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tito,"achz0001-18, caes0002-1, jeru0491-6, jeru0494-6, jeru0497-3, unkn0130-71",titus,PROPN,w-tito,,,,y,m,other,Titus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titus,"achz0001-18, caes0002-1, jeru0491-6, jeru0494-6, jeru0497-3, unkn0130-71",titus,PROPN,w-titus,,,,y,m,other,Titus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traianae,"caes0047-9, cape0001-4, jeru0554-4, tsha0002-4",Traianus,ADJ,w-traianae,,,,y,m,other,Traianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traiani,"caes0047-9, cape0001-4, jeru0554-4, tsha0002-4",Traianus,PROPN,w-traiani,,,,y,m,other,Traianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traiano,"caes0045-2, caes0047-3, caes0049-3, caes0053-2, jeru0554-10, tsha0002-10",Traianum,PROPN,w-traiano,,,,y,m,other,Traianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traianus,"caes0051-3, caes0052-3, caes0054-3, cape0001-10",traianus,PROPN,w-traianus,,,,y,m,other,Traianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
tranquillitati,caes0009-23,tranquillitas,NOUN,w-tranquillitati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tribunicia,"achz0001-10, ashk0003a-19, caes0027-14, caes0107-15, jeru0554-15, tsha0002-15, unkn0130-11, unkn0131-15",tribunicius,ADJ,w-tribunicia,,,,,,,,,y,"government, military",tribune,y,rank,,,,,,,,,,,,,,,,,,,,,
tribuniciae,"achz0001-10, ashk0003a-19, caes0027-14, caes0107-15, jeru0554-15, tsha0002-15, unkn0130-11, unkn0131-15",tribunicius,ADJ,w-tribuniciae,,,,,,,,,y,"government, military",tribune,y,rank,,,,,,,,,,,,,,,,,,,,,
tudo,caes0062-6,tudo,NOUN,w-tudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uxori,caes0161-4,uxor,NOUN,w-uxori,,,,,,,,,,,,,,,,y,wife,,,,,,,,,,,,,,,,,
Valens,nabl0001-21,ualens,PROPN,w-valens,,,,y,m,other,Valens,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentinae,caes0148-1,ualentina,PROPN,w-valentinae,,,,y,f,other,Valentia,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valeriano,caes0009-10,Valerianus,PROPN,w-valeriano,,,,y,m,other,Valerianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valerio,"ashk0003b-5, ashk0003b-10, bshe0006-8, bshe0006-15, caes0006-4, caes0010-1, caes0014-7, caes0017-7, nabl0001-4, nabl0001-20",ualerius,PROPN,w-valerio,,,,y,m,other,Valerius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valerius,"ashk0003b-5, ashk0003b-10, bshe0006-8, bshe0006-15, caes0006-4, caes0010-1, caes0014-7, caes0017-7, nabl0001-4, nabl0001-20",ualerius,PROPN,w-valerius,,,,y,m,other,Valerius,,,,,,,,,,,,,,,,,,,,,,,,,,,
vere,megi0002-3,uere,ADV,w-vere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vero,"caes0106-5, caes0106-14, kara0001-5, kara0001-14",uero,ADV,w-vero,,,,y,m,other,Verius,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vespasiani,"achz0001-4, caes0027-3, jeru0491-3, jeru0491-8, jeru0494-3, jeru0494-8, unkn0130-4",uespasianus,PROPN,w-vespasiani,,,,y,m,other,Vespasianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vespasiano,"achz0001-4, caes0027-3, jeru0491-3, jeru0491-8, jeru0494-3, jeru0494-8, unkn0130-4",uespasianus,PROPN,w-vespasiano,,,,y,m,other,Vespasianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vespasianus,"achz0001-4, caes0027-3, jeru0491-3, jeru0491-8, jeru0494-3, jeru0494-8, unkn0130-4",uespasianus,PROPN,w-vespasianus,,,,y,m,other,Vespasianus,,,,,,,,,,,,,,,,,,,,,,,,,,,
veterana,unkn0130-40,ueteranus,ADJ,w-veterana,,,,,,,,,,,,y,veteran,,,,,,,,,,,,,,,,,,,,,
vexillatio,"caes0045-5, caes0047-6, caes0049-6, caes0051-8, caes0052-8, caes0053-5, caes0054-7",vexillatio,NOUN,w-vexillatio,,,,,,,,,,,,y,vexillation,,,,,,,,,,,,,,,,,,,,,
Vexillatio,"caes0046-1, caes0048-1, gado0001-1",Vexillatio,NOUN,w-vexillatio,,,,,,,,,,,,y,vexillation,,,,,,,,,,,,,,,,,,,,,
vexillationem,"caes0045-5, caes0047-6, caes0049-6, caes0051-8, caes0052-8, caes0053-5, caes0054-7",vexillatio,NOUN,w-vexillationem,,,,,,,,,,,,y,vexillation,,,,,,,,,,,,,,,,,,,,,
viae,"ashk0003a-21, caes0035-9, unkn0131-25",uia,NOUN,w-viae,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,travel,,,,,
vias,"ashk0003a-21, caes0035-9, unkn0131-25",uia,NOUN,w-vias,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,travel,,,,,
vicena,unkn0130-77,uicenus,ADJ,w-vicena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victorinus.,caes0020-10,Victorinus,NOUN,w-victorinus.,,,,y,m,other,Victorinus,,,,,,,,,,,,,,,,,,,,,,,,,,,
victoriosissimoque,caes0009-4,victoriosissimum,NOUN,w-victoriosissimoque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vir,"caes0006-11, caes0009-18, caes0010-3, caes0011-3, caes0014-16, caes0017-16, caes0037-3",uir,NOUN,w-vir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
viro,"caes0006-11, caes0009-18, caes0010-3, caes0011-3, caes0014-16, caes0017-16, caes0037-3",uir,NOUN,w-viro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vixit,nabl0001-16,uigesco,VERB,w-vixit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vixit,"emma0001-12, nabl0002-7",uiuo,VERB,w-vixit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,offering,,,
vota,maay0001-33,uotum,NOUN,w-vota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,offering,,,
votum,haif0020a-2,votus,ADJ,w-votum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,